questId,title,detail,category,type
166,「小沢艦隊」を編成せよ！,「瑞鶴改」旗艦、空母「瑞鳳改」「千歳」「千代田」及び「伊勢改」「日向改」を配備せよ！,1,4
635,新装備の準備,「工廠」で装備アイテムを5つ「廃棄」して、新装備配備の準備をします。,6,4
633,機種転換＆部隊再編,部隊を再編する！練度max「零戦52型甲(付岩本小隊)」搭載「瑞鶴」秘書艦で、「彩雲」を2つ廃棄！,6,4
419,観艦式を敢行せよ！,練度の高い艦隊で観艦式本番を実施する。「観艦式」を実施し、これを成功させよ！,4,4
294,「小沢艦隊」出撃せよ！,「小沢艦隊」を沖ノ島海域前面に展開し、侵攻する敵機動部隊を捕捉、これを撃滅せよ！,2,4
208,「戦艦」を出撃させよ！,海上の覇者、戦艦を旗艦とした艦隊を編成、これを出撃させよ！,2,4
107,「空母機動部隊」を編成せよ！,空母1隻以上を旗艦とし、その護衛艦艇と共に、空母機動部隊を編成せよ！,1,4
109,「川内」型軽巡姉妹の全３艦を編成せよ！,川内型軽巡洋艦「川内」「神通」「那珂」を同一艦隊に配属せよ！,1,4
209,「空母機動部隊」出撃せよ！,空母1隻とその護衛艦艇で構成した空母機動部隊を出撃させよ！,2,4
270,「第二二駆逐隊」出撃せよ！,「第二二駆逐隊」を含む艦隊で南西諸島防衛線に出撃、敵主力艦隊を撃滅せよ！,2,4
206,「水雷戦隊」で出撃せよ！,軽巡洋艦1隻を旗艦とし、複数の駆逐艦からなる水雷戦隊で出撃せよ！,2,4
121,「第四戦隊」を編成せよ！,「愛宕」「高雄」「鳥海」「摩耶」を基幹とした第四戦隊を編成せよ！,1,4
630,「艦戦」隊の再編成,練度max「零戦21型(熟練)」搭載「瑞鶴」が秘書の状態で、「零戦21型」を2つ廃棄！,6,4
207,「重巡洋艦」を出撃させよ！,重巡洋艦を旗艦とした艦隊を編成、これを出撃させよ！,2,4
103,「水雷戦隊」を編成せよ！,軽巡洋艦を旗艦とし、数隻の駆逐艦で構成される「水雷戦隊」を編成せよ！,1,4
204,南西諸島沖に出撃せよ！,南西諸島沖に艦隊を出撃させ、敵艦隊と交戦せよ！,2,4
501,はじめての「補給」！,補給は大事です！燃料・弾薬を艦に「補給」しよう！,5,4
603,はじめての「解体」！,「工廠」で不要な艦を「解体」してみよう！,6,4
701,はじめての「近代化改修」！,任意の艦を近代化改修(合成)して、強化せよ！,7,4
306,式の準備！(その弐),本日中に「演習」で2回以上「勝利」をおさめ、式への気持ちを整理しよう！,3,4
409,潜水艦派遣による海外艦との接触作戦,有力な潜水艦隊派遣による海外艦との接触作戦を成功させよ！,4,4
113,戦艦と重巡による主力艦隊を編成せよ！,戦艦1隻以上、重巡2隻以上を主力とした水上打撃艦隊を編成せよ！,1,4
704,「大型艦建造」の準備！(その壱),大型艦/新型艦建造のための準備を行う。任意の艦で近代化改修を4回成功させよ！,7,4
622,機種転換,「九七式艦攻(村田隊)」搭載「翔鶴」を秘書艦にして、新たに「天山」を2つ廃棄！,6,4
623,精鋭「九七式艦攻」部隊の編成,「翔鶴」または「赤城」を秘書艦にした状態で新たに「九七式艦攻」を3つ廃棄！,6,4
217,敵空母を撃沈せよ！,敵機動部隊を捕捉し、これを邀撃、敵空母を轟沈せよ！,2,4
627,機種転換,「零戦21型(熟練)」搭載空母を秘書艦にして、新たに「零戦52型」を2つ廃棄！,6,4
636,上陸戦用新装備の調達,「工廠」で「7.7mm機銃」及び「12.7mm単装機銃」を二つずつ廃棄！,6,4
604,はじめての「廃棄」！,「工廠」で装備アイテムを「廃棄」してみよう！,6,4
502,はじめての「入渠」！,戦闘で傷ついた艦を「入渠」させて修理して、次の出撃に備えよう！,5,4
408,潜水艦派遣作戦による技術入手の継続！,第三次及び第四次潜水艦派遣作戦を成功させ、他国製技術の導入に努めよ！,4,4
618,はじめての「装備改修」！,「改修工廠」で「装備」を改修してみましょう！明石さん、お願いします！,6,4
308,演習を強化、艦隊の練度向上に努めよ！,艦隊のさらなる練度向上を図る！本日中に「演習」で4回以上「勝利」をおさめよう！,3,4
602,はじめての「開発」！,「工廠」でボーキサイトなどの資材を使って新しい装備アイテムを「開発」しよう！,6,4
105,軽巡２隻を擁する隊を編成せよ！,軽巡洋艦２隻を擁する高速艦隊を編成せよ！,1,4
625,試製航空艤装の追加試作,「工廠」で装備アイテムを9つ「廃棄」して、「試製甲板カタパルト」を追加試作します。,6,4
611,式の準備！(その壱),式の準備をします！「工廠」で装備アイテムを2回「廃棄」して身の回りの整理を！,6,4
215,第２艦隊、出撃せよ！,新たに編成した「第２艦隊」を出撃させよ！,2,4
104,６隻編成の艦隊を編成せよ！,全6隻で構成される主力艦隊を編成せよ！,1,4
401,はじめての「遠征」！,艦隊を「遠征」に出発させよう！,4,4
101,はじめての「編成」！,２隻以上の艦で構成される「艦隊」を編成せよ！,1,4
202,はじめての「出撃」！,艦隊を出撃させ、敵艦隊と交戦せよ！,2,4
601,はじめての「建造」！,「工廠」で鋼材などの資材を使って新しい艦を「建造」しよう！,6,4
102,「駆逐隊」を編成せよ！,駆逐艦４隻以上で構成される「駆逐隊」を編成せよ！,1,4
242,敵東方中枢艦隊を撃破せよ！,西方海域カスガダマ島沖に出撃し、敵東方中枢艦隊を捕捉、これを撃破せよ！,2,2
203,鎮守府正面海域を護れ！,鎮守府正面海域に艦隊を出撃させ、敵艦の跳梁を阻止せよ！,2,4
614,機種転換,「九七式艦攻(友永隊)」搭載空母を秘書艦にした状態で新たに「天山」を2つ廃棄！,6,4
212,敵輸送船団を叩け！,敵の輸送船5隻以上を撃沈し、敵の補給路を寸断せよ！,2,5
641,「航空基地設営」事前準備,「航空基地設営」の事前準備を開始する。「ドラム缶(輸送用)」を二つ「工廠」で廃棄し、「7.7mm機銃」及び「九六式艦戦」を各二つずつ用意せよ！(任務達成後、用意した必要装備は消滅します),6,4
313,秋季大演習,秋の一日中に「演習」で8回以上「勝利」をおさめ、艦隊のさらなる練度に努めよ！,3,4
825,水雷戦隊、南西諸島海域を哨戒せよ！,水雷戦隊を基幹とした有力な艦隊で南西諸島海域バシー島沖及び東部オリョール海を哨戒、<br>同海域に遊弋する敵艦隊を捕捉、これを撃滅せよ！,8,4
642,「陸攻」隊の増勢,「基地航空隊」開設に向け、「陸攻」の追加調達を行う。「7.7mm機銃」及び<br>「九九式艦爆」を各二つずつ準備せよ！(任務達成後、同装備は消滅します),6,4
643,主力「陸攻」の調達,主力陸上攻撃機「一式陸攻」の新規調達を行う。「零式艦戦21型」を二つ「工廠」で廃棄し、<br>「九六式陸攻」一つと「九七式艦攻」二つを準備せよ！(任務達成後、用意した必要装備は消滅します),6,5
644,「一式陸攻」性能向上型の調達,「一式陸攻」性能向上型の配備を行う。「一式陸攻」一つと「天山」二つを準備せよ！<br>(任務達成後、用意した必要装備は消滅します/「一式陸攻」の熟練度は継承されます),6,4
177,「第十九駆逐隊」を編成せよ！,特型駆逐艦「磯波」「浦波」「綾波」「敷波」4隻による第十九駆逐隊を編成せよ！,1,4
646,「特注家具」の調達,"「25mm単装機銃」一つを廃棄、家具コイン5,000と「25mm連装機銃」及び「25mm三連装機銃」を各<br>二つ準備せよ！　※任務達成後、用意した家具コイン及び必要装備(改修値の低いもの優先)は消滅します。",6,4
645,「洋上補給」物資の調達,「三式弾」一つを廃棄し、燃料750及び弾薬750と「ドラム缶(輸送用)」二つと「九一式徹甲弾」一つを<br>用意せよ！※任務達成後、用意した資源及び必要装備(徹甲弾は改修値の低いもの優先)は消滅します。,6,3
826,「第十九駆逐隊」出撃せよ！,特型駆逐艦4隻による「第十九駆逐隊」を鎮守府近海に展開！<br>鎮守府正面対潜哨戒を実施し、跳梁する敵潜部隊の制圧に努めよ！,8,4
827,「第十九駆逐隊」敵主力に突入せよ！,「第十九駆逐隊」を含む有力な艦隊を編成し、南西諸島海域沖ノ島沖に展開！<br>同方面に遊弋する敵主力を捕捉、これを撃破せよ！,8,4
647,中部海域「基地航空隊」展開！,「ドラム缶(輸送用)」二つを廃棄、燃料1200及びボーキサイト3000、さらに「設営隊」一つを準備せよ！<br>※任務達成後、用意した資源及び「設営隊」は消滅します。,6,4
828,飛行場設営の準備を実施せよ！,中部海域における航空偵察「K作戦」を再度実施、さらに同方面に遊弋する敵艦隊を撃滅し、<br>中部海域における飛行場設営の準備を実施せよ！,8,4
830,夜の海を照らす「灯り」を入手せよ！,有力な艦隊をカムラン半島に投入、同方面に出没する敵艦隊を捕捉、これを撃滅せよ！<br>そして、夜を照らす「灯り」を入手せよ！　ある季節は夜戦以外にも使い道があるようだ！,8,4
829,夜間突入！敵上陸部隊を叩け！,南方サブ島沖海域へ精鋭艦隊を突入！敵艦隊の邀撃を突破し、同方面の敵上陸部隊を叩け！,8,4
831,秋刀魚漁：きらりーん！秋刀魚漁支援！,秋刀魚漁の漁場に展開、遊弋する敵艦隊を撃破して、「秋刀魚」を三尾入手せよ、ですって！<br>近海、北方海域、中部海域のどこかに秋刀魚漁に適した漁場があるみたい！,8,4
832,秋刀魚漁：もっともーっと、秋刀魚漁！,ちょおっと大変だけど、漁場の安全を確保して「秋刀魚」を八尾確保するんだって！<br>あまり乱獲したり、暫く同じ海域で続けてると獲れにくくなるみたい。海域を変えてみましょ！,8,4
833,秋刀魚漁：最新鋭の秋刀魚漁！もっとぉ！,かなーり大変だけれど、ほら、私たち最新鋭の秋刀魚漁支援艦隊じゃない？<br>最新鋭、最新鋭、最新鋭の秋刀魚漁、張り切っていきましょー！よろしくお願いしまぁーす！,8,4
178,「第十六戦隊(第三次)」を編成せよ！,「鬼怒」「青葉」「北上」「大井」を擁する、第十六戦隊(第三次)を編成せよ！,1,4
834,南西諸島防衛線を増強せよ！,水上機母艦または航空巡洋艦を旗艦とする有力な艦隊を南西諸島防衛線に投入、<br>水上機戦力によって同防衛線を強化、同方面の敵艦隊を撃滅せよ！,8,4
835,「第十六戦隊(第三次)」出撃せよ！,「第十六戦隊(第三次)」を沖ノ島海域前面に展開、敵主力艦隊を捕捉、これを撃破せよ！,8,4
179,精鋭「第十六戦隊」を再編成せよ！,「鬼怒改二」を旗艦として、「北上改二」「大井改二」「球磨改」及び<br>「青葉改」「浦波改」「敷波改」から5隻、計6隻の精鋭「第十六戦隊」を再編成せよ！,1,4
836,精鋭「第十六戦隊」突入せよ！,再編成を完了した精鋭「第十六戦隊」を南西諸島海域沖ノ島沖に展開、<br>同方面に遊弋する敵主力を捕捉、これを撃破せよ！,8,4
837,輸送作戦を成功させ、帰還せよ！,「鬼怒改二」を旗艦、僚艦に「浦波改」他駆逐艦3隻の計5隻の艦隊で<br>バシー島沖における柳輸送作戦を実施、同輸送作戦を完全成功させ、帰還せよ！,8,4
314,冬季大演習,冬の一日中に「演習」で8回以上「勝利」をおさめ、艦隊のさらなる練度に努めよ！,3,4
422,潜水艦派遣作戦による航空機技術入手,潜水艦派遣作戦により、新型航空機技術の導入に努めよ！,4,4
648,「特注家具」の調達,"「12.7cm連装高角砲」二つを廃棄し、家具コイン5,000と「14cm単装砲」及び「15.2cm単装砲」を各二つずつ準備せよ！　※任務達成後、用意した家具コイン及び必要装備(低改修を優先)は消費します。",6,4
838,重巡戦隊、抜錨せよ！,重巡4隻を基幹戦力とした重巡旗艦の艦隊を南西諸島海域東部オリョール海に展開し、<br>同海域の敵艦隊を撃滅、制海権を確保せよ！,8,4
649,新機軸偵察機の開発,新機軸の偵察機の調達を行う。「零式水上偵察機」を二つ「工廠」で廃棄し、<br>「一式陸攻」一つと「彩雲」二つを準備せよ！(任務達成後、用意した必要装備は消費します),6,4
839,戦艦戦隊、出撃せよ！,戦艦2隻を中核戦力とする戦艦旗艦の艦隊を北方海域アルフォンシーノ方面に進出させ、<br>同海域の敵艦隊を撃滅、北方海域の制海権確保に努めよ！,8,4
